CXCL9,IL4,IL17F,CCL8,IL17A,CSF2,VEGFA,IL13,CCL11,CCL19
-0.372916640688933,-0.142249395434717,-0.387543824602031,-0.148541056844243,-0.316795629098891,-0.324243925978486,-0.545901662708112,-0.312815899806364,-0.255819490502125,-0.242962544935846
