CCL8,IL33,CXCL12,OLR1,IL27,IL2,CXCL9,TGFA,IL1B,IL6,IL4,TNFSF12,TSLP,CCL11,HGF,FLT3LG,IL17F,IL7,IL13,IL18,CCL13,TNFSF10,CXCL10,IFNG,IL10,CCL19,TNF,IL15,CCL3,CXCL8,MMP12,CSF2,CSF3,VEGFA,IL17C,EGF,CCL2,IL17A,OSM,CSF1,CCL4,CXCL11,LTA,CCL7,MMP1
-0.170365111446266,-0.158322085970397,-0.0858852099819649,-0.592130721331223,0.112565435632078,-0.381517246646326,-0.394508352007379,-0.558562696847711,-0.361404452184364,-0.412368659444417,-0.138651149432606,-0.587043909180642,-0.28267096012403,-0.266715245529683,-0.286422033889771,-0.355180097019259,-0.434619616781183,-0.0247366873591461,-0.293808759543131,-0.416106945410332,-0.374126949732577,-0.453700775602574,-0.28803001091753,-0.262989041580001,-0.065800741035003,-0.263991978364245,-0.469206744724411,-0.286780248090606,-0.484552481916898,-1.00092118368162,-0.500716978955128,-0.345900199636608,-0.352791524342487,-0.586569555168091,-0.296142651076826,-0.283663411653576,-0.536659805717572,-0.342716696927931,-0.378966739693896,-0.784678316248312,-0.380560621281155,-0.220905905605958,-0.314091475358137,-0.420473618925925,-0.461895028549845
