CCL8,IL33,CXCL12,OLR1,IL27,IL2,CXCL9,TGFA,IL1B,IL6,IL4,TNFSF12,TSLP,CCL11,HGF,FLT3LG,IL17F,IL7,IL13,IL18,CCL13,TNFSF10,CXCL10,IFNG,IL10,CCL19,TNF,IL15,CCL3,CXCL8,MMP12,CSF2,CSF3,VEGFA,IL17C,EGF,CCL2,IL17A,OSM,CSF1,CCL4,CXCL11,LTA,CCL7,MMP1
-0.170009376384968,-0.269047606406689,-0.61423840361485,-0.519303134067299,-0.0462473182512093,-0.396778466900927,-0.395257596605205,-0.602287492566708,-0.373832899591595,-0.395400462548449,-0.144858884378919,-0.530690443704656,-0.328392487126293,-0.233735646684676,-0.336922102576562,-0.32981697172914,-0.44139758584525,-0.559773861176082,-0.312148119715873,-0.482804770553226,-0.154111440632161,-0.465821145533187,-0.288847438338151,-0.263974865765953,-0.371780193626714,-0.255784824164424,-0.409828777456187,-0.438558900756214,-0.385024040228263,-0.837037726129969,0.826928521948168,-0.30868641772655,-0.361829963763364,-0.560121573069915,-0.294780828197595,0.296367739214059,-0.349019016341817,-0.342716696927931,-0.356204739203002,-0.598875730888815,-0.296168297442246,-0.221519821912433,-0.0792207505463851,-0.408365561659465,-0.369766392351189
